row_id,x,y,accuracy,time,place_id
1247,2.486,6.3127,22,262211,8049683628
1248,4.3594,7.3637,77,661924,6113720939
1249,1.5237,3.6772,16,249516,7264463137
1250,4.1391,8.845,64,511543,3552410699
1251,0.1836,1.6525,25,643360,2761670002
1252,4.4726,9.5976,166,462541,9013176463
1253,2.4326,6.9658,66,434846,6800161406
1254,7.151,5.3747,16,629898,2259294670
1255,4.7546,7.4583,69,554836,2608169577
1256,1.1949,3.4475,75,358568,5675061649
1257,4.9845,6.8791,72,126560,7682199970
1258,0.5264,3.2957,67,81427,4147373958
1259,8.6735,7.7112,60,343824,5639640778
1260,4.0819,3.4567,166,113383,6415814923
1261,7.0918,5.2895,406,570979,3468379697
1262,6.6693,3.0583,57,338223,2444073170
1263,0.3374,6.1265,105,355610,9618007252
1264,4.1513,9.3463,77,338527,5530885788
1265,5.8123,1.4802,13,392649,7167869842
1266,7.6197,6.703,68,260057,3510257444
1267,8.9918,0.1228,71,554843,2491368573
1268,1.4839,6.0295,57,221179,8204493666
1269,5.1135,9.8697,32,297620,8274995961
1270,4.1991,0.6603,65,652940,8985669348
1271,6.6858,1.4487,155,385729,1661883039
1272,6.1259,9.2653,65,591388,5558823003
1273,1.6656,9.2383,69,547095,2584368231
1274,0.5655,2.982,16,520300,3599641735
1275,0.8595,0.4226,72,144592,7269384886
1276,0.1302,7.1928,71,44006,2134091065
1277,4.4268,9.5011,59,701893,3102942133
1278,1.3388,4.3195,5,325267,4483104712
1279,1.3671,9.9242,62,591560,8997924662
1280,9.1192,0.3144,39,338328,7584993497
1281,7.3081,4.8762,68,412159,8158863935
1282,7.3041,2.783,2,45290,1418554031
1283,4.6498,5.0729,24,758517,3592899091
1284,4.59,7.9726,25,516379,5571788666
1285,0.3197,0.4226,68,311473,4912679824
1286,5.3281,2.3784,62,489196,1510024634
1287,2.6795,3.8925,1,725011,5149437315
1288,1.8394,0.2376,10,43553,7821402210
1289,0.9332,6.8611,17,240658,4525176302
1290,9.2557,7.6549,160,623528,3425199312
1291,1.7281,4.2446,56,603577,5919746730
1292,4.1783,9.0572,172,655191,4774643979
1293,1.3676,7.3685,33,527657,2874130796
1294,9.3489,9.2948,60,135636,4630913635
1295,9.4026,3.218,311,480427,4592518110
1296,8.8685,9.5109,69,276434,1818764548
1297,2.6657,7.0027,78,52936,7831287483
1298,0.3912,9.3969,7,326574,7357610309
1299,9.0362,5.8951,67,159670,6640739554
1300,2.8367,1.6998,7,7151,1774249595
1301,0.5707,5.3471,73,610712,3531051521
1302,2.3935,8.9098,9,703387,4976070598
1303,9.1531,0.979,120,106777,8077167762
1304,9.9885,0.1263,17,716313,3545553200
1305,0.2949,4.8399,58,623008,6221605498
1306,8.8369,5.6635,153,62641,6175499163
1307,0.4737,1.1556,52,237526,1862038033
1308,2.2425,9.1552,48,668846,7346429479
1309,3.9545,2.1446,63,315471,3651175032
1310,0.818,9.1517,58,608186,3322035091
1311,6.9279,9.1576,38,693757,2712024105
1312,6.9109,1.1401,50,275663,7694823885
1313,9.5322,7.063,9,179315,7030129872
1314,2.5802,4.1413,2,451714,9466102731
1315,0.6344,1.9575,28,176957,1859333166
1316,7.0756,4.2545,37,83342,2049658485
1317,0.415,4.1249,52,142517,5976352388
1318,4.0603,5.0524,162,747226,3990975540
1319,7.0625,4.3029,68,561537,6981744947
1320,4.6634,5.6687,53,174014,4100187275
1321,5.3913,3.2726,26,392149,5576696039
1322,0.9323,5.3462,60,734913,1106369985
1323,3.2318,8.458,62,628426,6295921936
1324,9.9745,2.4961,13,220306,4260569039
1325,8.5477,9.198,17,382235,5198462647
1326,3.1833,8.4936,29,615081,7174310289
1327,8.6368,8.3123,42,321598,3497940234
1328,9.1815,1.517,69,17423,1602919162
1329,5.4213,3.525,7,413696,3483439459
1330,4.7569,3.6267,22,562617,3490227052
1331,2.5051,6.9992,6,99953,4143713496
1332,2.0819,1.0337,18,168595,7954125509
1333,0.2188,1.6918,16,642617,5527604860
1334,2.5221,8.731,50,433515,5252512877
1335,4.8855,3.8321,63,667626,4634844709
1336,1.1018,0.4276,72,204116,9258583741
1337,2.0213,8.0055,70,731270,1667078608
1338,8.285,7.7133,73,433518,3771249203
1339,5.7913,8.8118,66,246027,8102515171
1340,0.6443,8.0782,18,373501,9606530444
1341,0.6767,8.2121,16,79936,2093834842
1342,3.6368,7.6529,213,600167,1511366061
1343,5.6221,2.4174,55,642978,4070757797
1344,1.8729,8.6934,29,652986,2055521718
1345,4.9616,5.1462,138,142469,9985697651
1346,0.0181,3.7895,56,593805,9057925640
1347,5.8651,4.4251,28,618416,9127247002
1348,1.1394,2.9081,65,678094,7528327879
1349,0.3316,7.664,164,176483,7981238280
1350,7.1663,1.8095,61,647286,9126708670
1351,0.8635,8.5111,537,286491,4262566573
1352,6.59,1.6771,203,391872,5066127023
1353,3.9427,6.632,249,213521,7334115254
1354,8.0552,6.713,47,538342,4942738678
1355,0.806,7.3047,170,295795,8941802697
1356,1.1462,0.634,62,146026,9861708039
1357,0.5446,3.6889,80,52205,4080362844
1358,1.5955,0.2356,16,330166,6942018458
1359,7.6496,1.9312,34,574397,7922582167
1360,9.8964,8.5329,27,219678,8451477492
1361,7.1283,8.4343,66,696503,3233266394
1362,6.7977,3.8072,48,649574,4698353741
1363,5.2723,9.4843,15,115833,2980825098
1364,5.188,3.5912,153,495335,6722749943
1365,3.3839,1.6472,5,385889,5101700980
1366,3.6047,9.856,29,576666,8201015236
1367,2.0173,7.896,64,760938,9318259644
1368,2.2613,2.3392,73,319822,9775192577
1369,4.7341,3.3659,162,302756,8695117469
1370,2.3607,1.8843,63,454326,3914112765
1371,6.7008,6.4442,100,113871,4922291074
1372,4.1697,7.6513,7,48820,6208151120
1373,8.3189,3.3853,62,153950,9734799277
1374,3.18,8.4255,77,638281,6968523972
1375,3.5027,7.3247,79,671205,2113239811
1376,1.8977,9.239,49,754030,9772706075
1377,8.9978,4.7033,17,727586,7655164910
1378,3.9124,6.2257,130,617923,2201510699
1379,8.9529,2.353,16,629177,9357488815
1380,6.9078,5.7515,14,384663,8651240984
1381,5.6812,9.3007,218,316129,7914930257
1382,5.1391,0.3628,79,596709,8803460463
1383,6.8088,6.019,4,164297,2555658897
1384,7.9359,1.2261,28,728037,8654971190
1385,0.4911,0.0097,113,479416,9516247724
1386,4.577,1.9501,2,298357,3026144210
1387,1.264,8.9197,13,524456,6439590430
1388,2.7934,3.9559,99,516470,5100965780
1389,2.1416,8.1688,200,344760,8256200588
1390,2.2326,0.7284,59,589927,6345416995
1391,4.0534,2.1138,77,712108,7409946982
1392,4.8705,3.7331,97,537801,8787682843
1393,7.6537,0.0269,77,237280,3816298661
1394,7.133,5.5511,70,392901,6411844389
1395,3.1458,0.6271,73,280790,9764354823
1396,9.9525,1.517,66,137433,8380689827
1397,6.9799,6.677,81,575912,3299759253
1398,9.5751,2.1699,52,757039,8162741886
1399,8.3573,4.6514,82,483651,4675774212
1400,7.8911,5.1416,3,747609,3652028137
1401,7.6443,5.2118,164,401709,3676880272
1402,3.1105,8.6455,55,704556,1352883696
1403,7.9943,2.0217,190,369229,2747168016
1404,5.5762,1.1148,208,700385,1918329978
1405,4.9528,0.6729,5,58309,4160745367
1406,9.8939,0.1816,306,145682,5514338675
1407,5.0632,3.1186,67,639374,8490676716
1408,7.998,0.259,53,345183,4291520811
1409,4.5803,4.8879,4,82864,5358836683
1410,4.9202,4.3911,43,493105,6259357269
1411,2.9798,0.8197,65,565571,4733816764
1412,4.747,2.7401,61,388137,1817234044
1413,6.068,0.2124,68,117623,1968280352
1414,5.9854,1.8286,55,22940,2280400239
1415,3.7342,6.8507,56,293928,1075677895
1416,5.4699,4.6447,65,145080,7564010400
1417,2.3035,8.2706,341,42975,2618625496
1418,2.5409,4.4652,170,660336,1547278933
1419,6.8023,0.0683,48,782761,1215715831
1420,1.2804,2.2015,11,315689,7316184998
1421,7.0486,6.8208,6,95304,6359093924
1422,8.0575,7.4345,84,598916,3152368289
1423,7.8526,6.888,4,437589,6636356131
1424,5.5633,8.8118,72,99157,5345684144
1425,9.8715,3.7593,70,44093,2190961933
1426,0.1162,8.366,68,395733,9633386142
1427,1.2779,4.1742,68,299362,8469524616
1428,4.2123,9.7825,53,90784,4372196834
1429,4.8131,1.7989,21,469436,5134388897
1430,3.0108,0.4789,64,88236,9041353860
1431,2.578,1.1408,72,374667,7401539301
1432,2.4324,0.5165,19,56769,7802639794
1433,7.5759,7.467,929,196132,1100166337
1434,4.1604,6.6193,41,379693,7341244921
1435,5.2167,3.0579,45,55171,8282495647
1436,7.1488,1.4714,14,718460,8596029273
1437,5.0415,8.6507,28,313129,3001681404
1438,0.6114,6.8012,184,755871,3626782704
1439,7.7695,3.1632,105,570752,4637915744
1440,8.0926,8.9326,74,591064,2306283540
1441,3.5878,9.1347,9,116208,3117581040
1442,7.6904,0.6145,11,556850,7167299683
1443,6.7374,6.0389,19,616614,4363987023
1444,2.8139,1.3831,19,77465,4039664515
1445,7.6829,3.5281,153,707791,3730776152
1446,4.7175,0.054,73,277253,4664868648
1447,1.455,3.7309,6,97560,2417938261
1448,0.9745,7.696,69,683391,5637882200
1449,1.4479,6.5368,58,163262,6265651819
1450,4.7574,7.6053,67,122640,2483233734
1451,5.5533,0.0008,13,292682,9273648098
1452,1.1387,5.2859,85,497558,6437324051
1453,1.2467,1.3833,10,168118,7868549939
1454,2.8898,9.6809,73,468375,4804920051
1455,8.8137,9.5508,22,326125,3586665504
1456,8.0116,0.5264,16,5277,6535766409
1457,1.464,3.7266,10,321395,9838372839
1458,7.6932,0.2112,44,626015,7457424654
1459,6.4688,9.5707,54,687453,8125007863
1460,7.7855,0.141,580,639920,6757783674
1461,8.2253,9.7493,65,708400,4051352383
1462,5.1732,2.5016,173,391611,4166150562
1463,8.6279,9.4152,9,54434,9938438634
1464,9.6873,8.9534,68,536705,2761275716
1465,6.4248,4.4208,2,189533,8103372633
1466,4.314,1.9742,15,362465,1471286714
1467,5.1326,0.6518,67,514513,8675977102
1468,0.3613,8.2124,65,636187,4716449238
1469,5.6196,8.8321,61,539548,1477654025
1470,4.228,9.2388,19,51298,7035117927
1471,8.315,8.8222,57,198439,7424513324
1472,3.8825,0.6868,54,605569,7839474538
1473,1.2848,0.9964,39,344953,8506362988
1474,6.4466,7.9818,22,134081,8490145471
1475,0.9748,5.5187,8,325814,2802092805
1476,1.0447,7.8671,80,260310,4041730699
1477,6.0111,8.2083,57,659680,6031727154
1478,5.1457,1.0245,9,409924,9889497214
1479,6.4679,1.5795,12,187102,2862253781
1480,6.8008,6.7526,16,534641,4331666883
1481,2.3706,0.2155,49,560290,3790473125
1482,7.9016,2.8066,168,737348,2876640760
1483,4.8778,0.2961,46,133615,4453698813
1484,9.6609,7.8366,14,752193,3862228821
1485,2.7262,3.6796,164,119052,5722995411
1486,2.8874,0.5431,276,82950,7022599815
1487,0.5794,0.6299,60,697742,5861856288
1488,6.9188,2.732,65,94934,2707613888
1489,8.7987,9.8238,65,491642,5089414958
1490,8.6351,3.8916,68,589449,5854796658
1491,4.7341,0.8952,350,625280,4821424778
1492,2.5801,5.8624,70,264923,1138707017
1493,9.2853,9.5661,155,351953,3495401541
1494,8.274,7.358,13,325098,2516622777
1495,5.7671,2.1672,70,59948,9472768628
1496,6.3745,8.705,25,577291,8965537327
1497,8.6276,4.5191,43,757487,5994013343
1498,8.5242,5.0349,158,542586,4995382696
1499,6.1712,6.1453,57,332415,2582579730
1500,7.9882,5.5684,57,263803,7930153578
1501,7.7346,1.4288,24,759164,3455828093
1502,2.7066,6.2051,13,326386,5500654105
1503,2.4559,0.4978,77,714156,8406272431
1504,8.7496,8.5738,34,337142,1422235182
1505,0.512,2.1402,16,577588,3002793420
1506,7.8825,5.116,82,739575,1309385406
1507,3.0139,0.8452,64,467475,7078370442
1508,8.1041,8.1022,43,565228,3099412040
1509,0.385,9.8724,24,494920,2253037307
1510,3.6596,7.8603,251,704830,8368734739
1511,2.6164,8.7911,23,184201,1394726007
1512,3.3801,5.9536,5,751479,1913596342
1513,3.5717,5.4034,5,92945,1853174265
1514,6.7481,5.4098,58,86264,7649108971
1515,1.1647,2.476,74,352052,7162712286
1516,0.1214,5.2619,28,583204,5211132624
1517,2.0523,0.7588,38,530924,3632762601
1518,5.3991,5.4718,62,603927,8536325246
1519,4.2396,5.5745,51,220922,5646878618
1520,7.6293,5.3122,7,539189,1593102183
1521,4.6865,2.9711,24,762703,3205140230
1522,6.169,1.7649,178,461635,3629847180
1523,3.5374,8.8794,65,348985,9746520840
1524,4.5982,4.0721,58,384353,8171460405
1525,3.1525,3.7462,59,746660,4895529535
1526,2.0166,9.5953,11,148526,6207021852
1527,4.5281,8.8479,66,95663,6413439287
1528,5.877,3.0924,65,266813,2183629826
1529,8.9787,3.5414,75,210436,6166256510
1530,1.0087,7.9654,14,225548,9583081381
1531,8.1181,2.9212,44,520264,6221274593
1532,4.1628,5.7802,37,332960,1846626587
1533,2.8974,8.4854,50,18312,3505901128
1534,2.772,7.9483,992,638946,5276423624
1535,2.773,0.8446,37,310858,5195433234
1536,7.6521,0.8314,55,617800,6255196095
1537,4.8733,3.1873,31,420240,3691502455
1538,3.7209,9.2036,40,567747,8601102472
1539,6.6759,0.7384,28,472790,5075505647
1540,9.2728,7.188,969,593562,3571974351
1541,7.7285,8.0321,162,635328,6775072909
1542,2.3121,0.5636,59,464562,4340607557
1543,4.2231,8.842,62,513974,3492792691
1544,7.2077,9.1806,29,520863,1406013022
1545,6.7257,8.8521,78,75195,8284871739
1546,0.5611,4.3774,53,761242,3468760198
1547,5.0636,8.5438,70,713798,1910686408
1548,1.6019,5.8099,4,368119,5992622099
1549,0.9714,7.9667,168,235354,4022305111
1550,8.3499,4.629,60,363634,9932853606
1551,6.3522,8.8075,64,359983,1021165397
1552,2.3554,8.8158,60,519984,6513882238
1553,1.9582,7.4906,8,325714,3974021592
1554,6.7915,4.3732,62,534953,7431563903
1555,0.6672,2.0893,69,325734,4846414743
1556,0.7813,2.4136,9,719469,6276462378
1557,2.7787,5.9981,50,370858,4138309614
1558,6.6769,7.7423,161,329603,6332375026
1559,8.5032,7.2283,332,625691,2263317070
1560,0.5411,5.4253,18,319364,5322070014
1561,7.7635,8.0155,71,486213,3030443230
1562,2.8617,9.865,33,284786,8640575329
1563,6.9814,7.5413,13,16154,1390144652
1564,8.0749,5.2429,9,75557,3947988890
1565,7.3245,9.0104,43,307119,3866511753
1566,9.4741,3.0445,39,683973,5864305633
1567,0.4756,0.0133,33,408025,8813608705
1568,3.2158,1.6369,61,650810,8336299754
1569,5.8594,2.4372,163,665876,6306647679
1570,6.4608,8.5196,65,80278,6787979148
1571,5.151,7.797,17,377205,6039447875
1572,7.3399,5.5029,6,244178,8179871296
1573,5.8966,5.8471,10,114617,6092939182
1574,5.1572,0.1664,583,223600,9626812488
1575,9.4578,0.3281,69,322883,8847496720
1576,1.019,7.5094,62,129413,5286681841
1577,4.7568,9.6347,304,180457,4277021071
1578,4.1073,5.668,10,165904,6255335949
1579,1.7299,9.3352,58,778585,1798061835
1580,0.1519,7.9712,50,486155,6448754497
1581,5.2926,0.8647,66,709898,6428856314
1582,8.131,8.5538,64,370139,8034395582
1583,2.9815,6.4691,1,1484,8621172023
1584,5.0483,5.235,11,43804,6040005167
1585,7.482,4.8453,112,362896,4430900246
1586,9.2067,7.9845,216,61899,8710186217
1587,0.5793,8.5652,73,306636,3329485388
1588,7.6457,1.9911,92,337235,3572553322
1589,2.7801,4.9677,94,509158,7513924398
1590,3.9184,5.0009,5,660006,4718941856
1591,9.9186,0.9937,36,730775,6683800538
1592,6.6782,6.686,24,607901,9690379304
1593,2.6674,1.5523,53,492534,9874793111
1594,2.6685,3.0162,43,425446,8490660470
1595,8.1111,2.1192,74,571915,8463691149
1596,1.7988,9.5769,886,658818,5934278386
1597,6.125,6.8497,62,170501,6803310804
1598,2.8048,6.4043,22,771300,7746808138
1599,2.4906,5.1246,58,315495,9436229245
1600,5.0486,7.442,111,66380,2481253676
1601,1.9297,5.4981,794,783973,8908535924
1602,0.059,1.2834,8,297262,7175511695
1603,1.7371,2.2709,103,545322,6274137439
1604,4.4646,3.3199,65,321857,4428742678
1605,0.7486,5.8514,53,328346,3787430716
1606,6.035,8.842,30,643325,8332757786
1607,0.0043,1.1607,57,176801,8727417763
1608,5.028,7.0997,395,122799,8834491707
1609,8.201,6.4635,58,549009,4184917338
1610,7.8643,4.952,64,620025,4215228612
1611,0.4809,1.4839,74,31016,9841775341
1612,8.4835,3.8641,44,673173,5623096909
1613,2.5641,6.2972,11,204508,1360140842
1614,2.5924,0.181,162,467383,8220561955
1615,4.7715,8.4405,72,617282,6932580941
1616,9.3932,6.9042,88,310191,4821816863
1617,2.1519,8.5548,5,132417,5105682363
1618,4.1138,6.313,62,346602,1244915555
1619,3.2607,1.1312,55,161100,2969404944
1620,9.896,5.2975,53,423490,6198981076
1621,5.0076,8.5001,310,223822,6534609899
1622,8.8158,3.4202,84,181397,7298545575
1623,0.4619,0.012,129,689328,9510636433
1624,7.3181,3.9616,3,644453,9282555363
1625,2.4706,3.265,78,492054,7802730675
1626,7.1748,7.5812,77,39351,2726901471
1627,2.3331,2.0011,66,595084,6731326909
1628,5.1065,7.3682,68,739125,1702921248
1629,5.2193,7.8136,163,491227,5135615999
1630,2.0404,1.7444,6,149538,5756636372
1631,3.9618,5.4319,75,774213,8974544445
1632,2.3992,1.254,175,311410,2077754908
1633,3.7162,1.7719,28,185145,9245987573
1634,4.6533,0.7051,72,193885,5508076363
1635,7.8329,1.1397,169,101281,9123988329
1636,4.1785,4.8815,10,114202,5358836683
1637,1.1143,6.88,72,64231,2029345043
1638,3.2337,1.9053,3,529236,8269574578
1639,5.3849,7.4066,64,379810,7555233763
1640,1.7156,4.8461,26,396961,7645042053
1641,1.7224,7.6273,61,781157,2610496723
1642,9.1584,8.5341,67,539806,9740754709
1643,6.8895,5.5441,69,143211,8079811507
1644,6.6364,7.5113,52,722411,5817245323
1645,6.8216,8.8263,9,78102,6162238831
1646,3.5588,7.992,75,653317,6053121487
1647,5.6515,6.8103,15,202868,7798165170
1648,8.1201,2.3274,62,77565,6482400502
1649,0.971,7.2214,65,232516,8897271439
1650,0.213,0.9755,62,73409,6654730785
1651,5.2373,3.6297,70,472066,8598487001
1652,9.149,4.2008,74,331021,6961074082
1653,2.6626,3.6726,56,608353,6338753140
1654,6.958,6.728,20,7651,2411653939
1655,6.3948,3.8837,62,446199,7656837928
1656,6.0489,7.3497,162,567565,3950508337
1657,1.9915,4.302,60,131985,9819050479
1658,8.8856,7.1328,70,428175,8859635650
1659,6.7819,3.9219,61,40421,6357315294
1660,7.7399,5.54,75,82120,2366384900
1661,7.2547,7.4855,12,342169,2389578425
1662,9.2778,4.6775,248,514184,1107445120
1663,3.5336,0.3418,58,341222,5074480358
1664,6.9353,9.2794,24,775630,7130697394
1665,8.6565,5.2989,43,577146,6936173895
1666,3.1478,7.3013,104,402932,5155523706
1667,4.3724,1.4745,37,282845,1186212806
1668,8.4553,0.3287,64,4910,2837405997
1669,7.3475,2.9539,341,467542,5801802830
1670,7.7626,0.96,67,359452,7014024865
1671,3.5877,1.1806,102,602167,3200211486
1672,7.3868,0.2636,53,70180,4266745370
1673,8.6254,2.9496,7,747541,2453794603
1674,4.6462,2.0692,9,750243,2157535007
1675,1.2261,7.0353,201,554943,1648657499
1676,1.8186,5.6678,45,511010,2681623222
1677,5.161,1.4204,56,128439,6417030261
1678,5.0435,9.4853,55,568480,3196483837
1679,9.9202,2.7567,73,631344,9063418867
1680,4.4873,6.9348,18,43900,3845726154
1681,4.308,0.8819,52,334868,7905377856
1682,7.4695,7.5016,63,570119,5639802423
1683,5.6437,0.1592,60,613310,4138486247
1684,2.9733,4.8033,163,65043,9555163821
1685,8.4596,1.6637,15,66389,6539515761
1686,8.925,2.084,172,652617,6824148808
1687,8.9978,6.5315,65,502151,7981341279
1688,1.2473,4.9336,71,606681,8125269233
1689,1.1137,0.9094,186,408400,8453684466
1690,8.288,3.0945,49,225473,9656341060
1691,4.9279,8.0404,68,488012,6259181520
1692,1.8561,2.8095,63,346040,6985671481
1693,1.2583,2.6839,72,281783,3952821602
1694,7.1604,8.3274,74,413849,2990501501
1695,0.9324,6.9574,64,469841,8741826632
1696,5.0121,7.5084,4,147190,6166730586
1697,0.2469,9.2712,59,367272,8263652262
1698,6.6824,5.419,62,177778,3889364408
1699,1.2571,8.0186,24,746394,2303007671
1700,2.1929,6.9738,59,748633,9106480738
1701,2.923,5.4584,13,336401,2278884469
1702,3.8053,0.2292,61,34019,5853600017
1703,6.6151,9.4676,7,76378,5771361822
1704,3.7558,0.9279,56,751832,4284794705
1705,0.477,9.0143,28,216123,1642331716
1706,7.9373,5.0473,41,50688,8233099414
1707,1.5738,0.7263,71,477508,2457057792
1708,4.4776,2.5375,21,154380,9953064926
1709,0.0893,0.2899,158,54819,6765724456
1710,4.3757,6.3152,167,620268,2787149716
1711,8.4151,5.8662,41,743276,9145005164
1712,0.8375,5.7166,66,19270,4832987171
1713,8.9044,7.7247,70,773893,4653041632
1714,2.9825,2.4092,63,318645,4247340837
1715,9.2244,7.3066,125,426799,1782905093
1716,3.5223,5.9801,41,520828,5000891487
1717,6.6554,8.3008,4,312704,6538784431
1718,9.6496,4.6943,41,729572,7616491704
1719,5.9962,5.4381,68,49246,9824750417
1720,4.8576,4.9097,93,533232,3160797694
1721,6.6144,6.6082,80,535509,3177463043
1722,2.9317,0.4783,58,291340,8643744658
1723,6.4438,6.5467,7,166551,8414458655
1724,6.5757,7.5829,72,447116,5242657044
1725,2.8142,6.5879,127,643078,7427437947
1726,2.209,1.8434,1,95379,2515771940
1727,9.7907,0.6487,57,699016,1082383514
1728,8.0302,4.8733,346,634843,9275114134
1729,9.7352,9.4283,22,613652,6237389347
1730,4.4506,2.7546,19,8768,9638384552
1731,7.002,0.8389,57,612184,9104101341
1732,9.0976,3.8167,59,147202,4903450124
1733,5.2962,7.0914,170,60821,7263445153
1734,5.2571,6.1663,85,739505,8940760079
1735,2.7413,5.5752,88,595552,7266425363
1736,1.438,8.8132,184,264390,5624700903
1737,5.5461,1.9303,13,655587,6473489965
1738,2.8249,3.4647,7,93238,9676633174
1739,7.1036,7.7146,26,708624,4356993229
1740,2.8719,3.0707,72,449228,2432901905
1741,9.9086,3.8321,156,703730,1321254572
1742,2.7997,9.4286,156,177687,7501470727
1743,3.2783,8.102,15,582948,9108032663
1744,2.2087,5.4139,30,373114,2217140005
1745,1.0979,4.7769,165,125639,4805803672
1746,6.3504,3.6681,162,741192,9990395184
1747,9.0289,8.0721,75,266365,6369557054
1748,6.521,6.5077,8,724141,6129186794
1749,9.3368,8.8727,69,689110,7383903581
1750,5.0777,2.3418,64,120400,6830875272
1751,5.1101,4.733,173,662741,7158127408
1752,2.0001,9.6814,3,360766,2621256752
1753,1.2712,2.1926,56,470758,1110401599
1754,5.9106,4.0648,232,39324,6954343417
1755,4.0393,6.9118,52,591081,8278100500
1756,8.1445,4.4762,91,712643,7657467776
1757,8.1993,0.626,1,698832,9077312877
1758,9.794,2.1729,23,247149,1036107777
1759,9.8722,8.651,55,573046,2666848959
1760,6.3819,5.2655,63,544186,5758402063
1761,5.1943,7.1858,42,710500,1637845548
1762,0.3551,6.5221,125,508512,8339817597
1763,6.5813,0.5198,26,347373,9794345362
1764,1.3209,7.2171,69,666966,3260811985
1765,9.4197,4.1545,82,598764,5102221373
1766,3.9856,3.0691,14,179124,7411060516
1767,7.9361,3.7455,23,630143,7369252596
1768,0.0725,6.9235,168,295481,3640358817
1769,6.1939,2.1002,6,327996,5025973183
1770,4.7758,0.1676,5,132530,6815483548
1771,7.943,1.5347,60,47835,7082434388
1772,9.9875,2.9512,158,742795,6780268197
1773,6.0924,9.3498,77,370011,3147494461
1774,0.3073,3.093,56,124025,1248878048
1775,8.0346,9.6001,9,320112,3961040851
1776,3.6669,0.0104,165,619587,7783175166
1777,6.6644,6.9438,99,768399,7627595858
1778,0.4595,5.7156,54,574373,7385125974
1779,6.8162,3.7617,4,334781,1952920661
1780,9.3927,3.7599,109,521914,5619555438
1781,3.7737,7.2068,65,280510,2078678375
1782,0.6404,5.2067,71,543061,7709691165
1783,5.6796,6.9216,6,315827,6772654511
1784,1.3082,4.5923,103,122487,3311897395
1785,8.2687,3.9136,57,515824,7132982701
1786,9.0367,6.3665,199,389203,9532519929
1787,5.7681,7.2698,107,680756,4714124213
1788,2.4171,9.6384,66,545989,2600715348
1789,5.4533,1.2271,23,63425,7761956832
1790,7.956,8.3202,1,193155,5413917249
1791,1.3139,4.7536,165,454461,3240715959
1792,9.5953,8.295,13,282783,9516342314
1793,3.1576,4.4524,8,141512,1475935389
1794,9.7001,4.5028,65,475316,5364394541
1795,2.6579,2.5738,40,636109,6071219357
1796,7.2644,5.5773,20,64676,9839008624
1797,8.7314,9.3001,419,712079,8811665071
1798,2.1847,5.1852,74,239347,3529851616
1799,9.3534,6.4974,24,335217,5328618659
1800,3.6462,1.6352,59,258751,9068261680
1801,3.988,5.3579,48,475698,7732402473
1802,1.2497,4.7014,59,157631,1749707373
1803,1.5633,2.5851,68,87501,5741988658
1804,2.9064,8.719,177,209941,5081303106
1805,9.9108,8.5466,5,57941,8451477492
1806,5.7638,7.5913,71,462480,6703962978
1807,8.6867,1.9795,73,219031,5018017485
1808,1.5362,7.8808,71,649512,2545733992
1809,5.6292,8.1245,59,217367,3276321104
1810,9.4556,6.4391,8,184146,3412372944
1811,8.8528,6.3197,68,740215,1851189823
1812,0.6977,8.0106,7,662045,2374301416
1813,1.9318,9.8929,9,70083,4528569729
1814,8.0992,9.5756,19,380865,2948459696
1815,2.7995,6.0038,45,539549,4138309614
1816,7.7959,0.5374,40,48597,3365555272
1817,2.6989,4.7244,62,754919,1213151069
1818,1.7842,7.8552,65,354684,1101154737
1819,5.1104,3.0344,48,135605,2075904654
1820,8.2873,5.8036,60,250195,5886372895
1821,3.7349,5.5911,6,55028,3654807360
1822,9.8904,1.1594,58,652033,4845374300
1823,6.8929,6.0742,55,556588,8974940123
1824,3.8198,0.8926,67,503933,4899398465
1825,2.6684,7.5367,65,479442,4148168425
1826,2.267,7.4159,9,82979,3046554979
1827,3.3445,1.3735,71,324264,1456201867
1828,2.0895,2.0542,65,98099,5831595982
1829,8.325,7.3664,168,348060,8405652918
1830,8.6961,8.9064,10,66442,9656411113
1831,7.6917,7.33,45,167234,6922768108
1832,6.5548,6.1272,94,406423,7765847674
1833,8.5511,2.9792,56,744065,1316775181
1834,6.4893,9.4083,55,573776,8943735546
1835,3.8499,7.4207,81,755952,5855430416
1836,8.3852,4.5327,12,14195,2156217931
1837,7.2231,0.0284,28,632143,6258702564
1838,2.5388,2.8528,41,727460,8046653696
1839,2.8387,7.0623,24,283400,2395977879
1840,3.4568,5.2198,6,717435,3223452506
1841,9.1797,3.8526,60,117678,3599371489
1842,6.6131,6.1612,77,701408,4903883549
1843,0.555,6.0499,38,733444,7832221442
1844,4.3912,8.3174,6,332883,8150089907
1845,0.1293,5.2609,170,695506,1157153886
1846,7.2018,7.1552,78,381004,7165643669
1847,5.3722,2.36,10,210251,9944937903
1848,0.0497,3.4271,69,468516,5628853546
1849,1.9817,7.1088,70,306672,7950720040
1850,4.7645,7.1879,52,779652,2511612968
1851,9.0866,1.7558,152,770914,8201322742
1852,0.425,5.8933,16,101639,5395970822
1853,9.1217,5.2833,79,437505,1209629248
1854,3.2248,0.4979,78,533648,6824276209
1855,9.0337,9.5839,34,493106,9482995427
1856,7.3084,0.3638,67,750458,6061199897
1857,2.1082,5.6938,65,616039,2457833751
1858,1.3247,9.1174,34,462221,6076104226
1859,6.3121,9.7669,167,593986,2115802417
